workerid,proliferate.condition,chosen_continuation,exp_continuation,id,order,prompt,response,type,unexp_continuation,catch_trials,condition,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,subject_information.other_language,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
841,cond56,It's not a big deal.,It's not a big deal.,12_ticket_failed,1,Thomas failed to book a ticket.,exp,failed,It was much cheaper than he expected.,[],56,63,Yes,,2,2,$3.00,Female,English,,no,Chrome,Windows,720,1280,2.22205,
841,cond56,The bag would have taken too much time to knit.,The bag would have taken too much time to knit.,10_hat_affirmative_negation_nonref,1,Chris knitted a hat but he didn't knit a bag.,exp,affirmative_negation,The hat would have taken too much time to knit.,[],56,63,Yes,,2,2,$3.00,Female,English,,no,Chrome,Windows,720,1280,2.22205,
841,cond56,The beer was served in a plastic cup.,The beer was served in a plastic cup.,7_beer_managed_failed_ref,1,Sam managed to order a beer at the bar but failed to order a cocktail.,exp,managed_failed,The cocktail was served in a plastic cup.,[],56,63,Yes,,2,2,$3.00,Female,English,,no,Chrome,Windows,720,1280,2.22205,
841,cond56,to win the game.,to win the game.,filler_2,1,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],56,63,Yes,,2,2,$3.00,Female,English,,no,Chrome,Windows,720,1280,2.22205,
841,cond56,and a helmet online.,and a helmet online.,filler_1,1,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],56,63,Yes,,2,2,$3.00,Female,English,,no,Chrome,Windows,720,1280,2.22205,
745,cond56,and sugar for breakfast.,and sugar for breakfast.,practice_1,1,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],56,34,Yes,Just what I noted in the bugs section.,4,1,$0.40,Female,English,Japanese,"No, but it was almost too easy to click the answers. I clicked one by accident just trying to move my mouse, luckily I think I landed on the right one. An additional step to select an answer, such as using the keyboard, might be more ideal.",Chrome,Mac,900,1440,2.4002333333333334,
745,cond56,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,1,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],56,34,Yes,Just what I noted in the bugs section.,4,1,$0.40,Female,English,Japanese,"No, but it was almost too easy to click the answers. I clicked one by accident just trying to move my mouse, luckily I think I landed on the right one. An additional step to select an answer, such as using the keyboard, might be more ideal.",Chrome,Mac,900,1440,2.4002333333333334,
745,cond56,The beer was served in a plastic cup.,The beer was served in a plastic cup.,7_beer_managed_failed_ref,0,Sam managed to order a beer at the bar but failed to order a cocktail.,exp,managed_failed,The cocktail was served in a plastic cup.,[],56,34,Yes,Just what I noted in the bugs section.,4,1,$0.40,Female,English,Japanese,"No, but it was almost too easy to click the answers. I clicked one by accident just trying to move my mouse, luckily I think I landed on the right one. An additional step to select an answer, such as using the keyboard, might be more ideal.",Chrome,Mac,900,1440,2.4002333333333334,
745,cond56,The bag would have taken too much time to knit.,The bag would have taken too much time to knit.,10_hat_affirmative_negation_nonref,1,Chris knitted a hat but he didn't knit a bag.,exp,affirmative_negation,The hat would have taken too much time to knit.,[],56,34,Yes,Just what I noted in the bugs section.,4,1,$0.40,Female,English,Japanese,"No, but it was almost too easy to click the answers. I clicked one by accident just trying to move my mouse, luckily I think I landed on the right one. An additional step to select an answer, such as using the keyboard, might be more ideal.",Chrome,Mac,900,1440,2.4002333333333334,
745,cond56,to win the game.,to win the game.,filler_2,1,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],56,34,Yes,Just what I noted in the bugs section.,4,1,$0.40,Female,English,Japanese,"No, but it was almost too easy to click the answers. I clicked one by accident just trying to move my mouse, luckily I think I landed on the right one. An additional step to select an answer, such as using the keyboard, might be more ideal.",Chrome,Mac,900,1440,2.4002333333333334,
745,cond56,and a helmet online.,and a helmet online.,filler_1,1,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],56,34,Yes,Just what I noted in the bugs section.,4,1,$0.40,Female,English,Japanese,"No, but it was almost too easy to click the answers. I clicked one by accident just trying to move my mouse, luckily I think I landed on the right one. An additional step to select an answer, such as using the keyboard, might be more ideal.",Chrome,Mac,900,1440,2.4002333333333334,
745,cond56,It's not a big deal.,It's not a big deal.,12_ticket_failed,0,Thomas failed to book a ticket.,exp,failed,It was much cheaper than he expected.,[],56,34,Yes,Just what I noted in the bugs section.,4,1,$0.40,Female,English,Japanese,"No, but it was almost too easy to click the answers. I clicked one by accident just trying to move my mouse, luckily I think I landed on the right one. An additional step to select an answer, such as using the keyboard, might be more ideal.",Chrome,Mac,900,1440,2.4002333333333334,
878,cond77,and sugar for breakfast.,and sugar for breakfast.,practice_1,0,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],77,18,Yes,,1,2,,Female,English,,,Chrome,Windows,864,1536,1.2639,
878,cond77,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,0,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],77,18,Yes,,1,2,,Female,English,,,Chrome,Windows,864,1536,1.2639,
878,cond77,Her bike is red. ,Her bike is red. ,2_car_negation_affirmative_ref,1,Lucy doesn't have a car but she has a bike.,exp,negation_affirmative,Her car is red.,[],77,18,Yes,,1,2,,Female,English,,,Chrome,Windows,864,1536,1.2639,
878,cond77,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],77,18,Yes,,1,2,,Female,English,,,Chrome,Windows,864,1536,1.2639,
878,cond77,and it's not a big deal.,and it's not a big deal.,14_gin_negated,1,Dan didn't drink a gin tonic,exp,negated,and it was very strong.,[],77,18,Yes,,1,2,,Female,English,,,Chrome,Windows,864,1536,1.2639,
878,cond77,It looks amazing on her.,It looks amazing on her.,5_shirt_managed,1,Mary managed to find a shirt at the store.,exp,managed,It's not a big deal.,[],77,18,Yes,,1,2,,Female,English,,,Chrome,Windows,864,1536,1.2639,
878,cond77,The house that she designed would not have fit on her lot.,The house that she designed would not have fit on her lot.,16_house_failed_managed_nonref,1,Lisa failed to build a house but managed to build a shed.,exp,failed_managed,The shed that she designed would not have fit on her lot.,[],77,18,Yes,,1,2,,Female,English,,,Chrome,Windows,864,1536,1.2639,
878,cond77,to win the game.,to win the game.,filler_2,1,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],77,18,Yes,,1,2,,Female,English,,,Chrome,Windows,864,1536,1.2639,
1154,cond77,and sugar for breakfast.,and sugar for breakfast.,practice_1,1,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],77,79,Yes,,3,2,Going rate,Male,ENglish,,No,Safari,an unknown OS,1024,768,3.87015,
1154,cond77,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,0,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],77,79,Yes,,3,2,Going rate,Male,ENglish,,No,Safari,an unknown OS,1024,768,3.87015,
1154,cond77,It looks amazing on her.,It looks amazing on her.,5_shirt_managed,0,Mary managed to find a shirt at the store.,exp,managed,It's not a big deal.,[],77,79,Yes,,3,2,Going rate,Male,ENglish,,No,Safari,an unknown OS,1024,768,3.87015,
1154,cond77,and it's not a big deal.,and it's not a big deal.,14_gin_negated,1,Dan didn't drink a gin tonic,exp,negated,and it was very strong.,[],77,79,Yes,,3,2,Going rate,Male,ENglish,,No,Safari,an unknown OS,1024,768,3.87015,
1154,cond77,to win the game.,to win the game.,filler_2,0,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],77,79,Yes,,3,2,Going rate,Male,ENglish,,No,Safari,an unknown OS,1024,768,3.87015,
1154,cond77,and a helmet online.,and a helmet online.,filler_1,1,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],77,79,Yes,,3,2,Going rate,Male,ENglish,,No,Safari,an unknown OS,1024,768,3.87015,
1154,cond77,The house that she designed would not have fit on her lot.,The house that she designed would not have fit on her lot.,16_house_failed_managed_nonref,1,Lisa failed to build a house but managed to build a shed.,exp,failed_managed,The shed that she designed would not have fit on her lot.,[],77,79,Yes,,3,2,Going rate,Male,ENglish,,No,Safari,an unknown OS,1024,768,3.87015,
1154,cond77,Her bike is red. ,Her bike is red. ,2_car_negation_affirmative_ref,0,Lucy doesn't have a car but she has a bike.,exp,negation_affirmative,Her car is red.,[],77,79,Yes,,3,2,Going rate,Male,ENglish,,No,Safari,an unknown OS,1024,768,3.87015,
1223,cond77,and sugar for breakfast.,and sugar for breakfast.,practice_1,0,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],77,23,Yes,,2,1,$0.50,Male,English ,N/A,,Safari,iPhone/iPod,896,414,1.2896,
1223,cond77,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,0,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],77,23,Yes,,2,1,$0.50,Male,English ,N/A,,Safari,iPhone/iPod,896,414,1.2896,
1223,cond77,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],77,23,Yes,,2,1,$0.50,Male,English ,N/A,,Safari,iPhone/iPod,896,414,1.2896,
1223,cond77,and it's not a big deal.,and it's not a big deal.,14_gin_negated,0,Dan didn't drink a gin tonic,exp,negated,and it was very strong.,[],77,23,Yes,,2,1,$0.50,Male,English ,N/A,,Safari,iPhone/iPod,896,414,1.2896,
1223,cond77,It looks amazing on her.,It looks amazing on her.,5_shirt_managed,1,Mary managed to find a shirt at the store.,exp,managed,It's not a big deal.,[],77,23,Yes,,2,1,$0.50,Male,English ,N/A,,Safari,iPhone/iPod,896,414,1.2896,
1223,cond77,Her bike is red. ,Her bike is red. ,2_car_negation_affirmative_ref,1,Lucy doesn't have a car but she has a bike.,exp,negation_affirmative,Her car is red.,[],77,23,Yes,,2,1,$0.50,Male,English ,N/A,,Safari,iPhone/iPod,896,414,1.2896,
1223,cond77,The house that she designed would not have fit on her lot.,The house that she designed would not have fit on her lot.,16_house_failed_managed_nonref,0,Lisa failed to build a house but managed to build a shed.,exp,failed_managed,The shed that she designed would not have fit on her lot.,[],77,23,Yes,,2,1,$0.50,Male,English ,N/A,,Safari,iPhone/iPod,896,414,1.2896,
1223,cond77,to win the game.,to win the game.,filler_2,1,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],77,23,Yes,,2,1,$0.50,Male,English ,N/A,,Safari,iPhone/iPod,896,414,1.2896,
710,cond77,and sugar for breakfast.,and sugar for breakfast.,practice_1,1,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],77,26,Yes,great experiment,2,2,.20 cents,Female,english,spanish,no,Chrome,Linux,675,1080,1.4723666666666666,
710,cond77,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,0,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],77,26,Yes,great experiment,2,2,.20 cents,Female,english,spanish,no,Chrome,Linux,675,1080,1.4723666666666666,
710,cond77,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],77,26,Yes,great experiment,2,2,.20 cents,Female,english,spanish,no,Chrome,Linux,675,1080,1.4723666666666666,
710,cond77,to win the game.,to win the game.,filler_2,1,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],77,26,Yes,great experiment,2,2,.20 cents,Female,english,spanish,no,Chrome,Linux,675,1080,1.4723666666666666,
710,cond77,Her bike is red. ,Her bike is red. ,2_car_negation_affirmative_ref,1,Lucy doesn't have a car but she has a bike.,exp,negation_affirmative,Her car is red.,[],77,26,Yes,great experiment,2,2,.20 cents,Female,english,spanish,no,Chrome,Linux,675,1080,1.4723666666666666,
710,cond77,The shed that she designed would not have fit on her lot.,The house that she designed would not have fit on her lot.,16_house_failed_managed_nonref,1,Lisa failed to build a house but managed to build a shed.,unexp,failed_managed,The shed that she designed would not have fit on her lot.,[],77,26,Yes,great experiment,2,2,.20 cents,Female,english,spanish,no,Chrome,Linux,675,1080,1.4723666666666666,
710,cond77,It looks amazing on her.,It looks amazing on her.,5_shirt_managed,0,Mary managed to find a shirt at the store.,exp,managed,It's not a big deal.,[],77,26,Yes,great experiment,2,2,.20 cents,Female,english,spanish,no,Chrome,Linux,675,1080,1.4723666666666666,
710,cond77,and it was very strong.,and it's not a big deal.,14_gin_negated,1,Dan didn't drink a gin tonic,unexp,negated,and it was very strong.,[],77,26,Yes,great experiment,2,2,.20 cents,Female,english,spanish,no,Chrome,Linux,675,1080,1.4723666666666666,
970,cond77,and sugar for breakfast.,and sugar for breakfast.,practice_1,0,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],77,25,Yes,,3,2,$0.50,Male,English,,,Firefox,Windows,864,1536,1.3397666666666668,
970,cond77,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,1,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],77,25,Yes,,3,2,$0.50,Male,English,,,Firefox,Windows,864,1536,1.3397666666666668,
970,cond77,and a helmet online.,and a helmet online.,filler_1,1,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],77,25,Yes,,3,2,$0.50,Male,English,,,Firefox,Windows,864,1536,1.3397666666666668,
970,cond77,The house that she designed would not have fit on her lot.,The house that she designed would not have fit on her lot.,16_house_failed_managed_nonref,0,Lisa failed to build a house but managed to build a shed.,exp,failed_managed,The shed that she designed would not have fit on her lot.,[],77,25,Yes,,3,2,$0.50,Male,English,,,Firefox,Windows,864,1536,1.3397666666666668,
970,cond77,to win the game.,to win the game.,filler_2,1,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],77,25,Yes,,3,2,$0.50,Male,English,,,Firefox,Windows,864,1536,1.3397666666666668,
970,cond77,and it's not a big deal.,and it's not a big deal.,14_gin_negated,1,Dan didn't drink a gin tonic,exp,negated,and it was very strong.,[],77,25,Yes,,3,2,$0.50,Male,English,,,Firefox,Windows,864,1536,1.3397666666666668,
970,cond77,It looks amazing on her.,It looks amazing on her.,5_shirt_managed,0,Mary managed to find a shirt at the store.,exp,managed,It's not a big deal.,[],77,25,Yes,,3,2,$0.50,Male,English,,,Firefox,Windows,864,1536,1.3397666666666668,
970,cond77,Her bike is red. ,Her bike is red. ,2_car_negation_affirmative_ref,0,Lucy doesn't have a car but she has a bike.,exp,negation_affirmative,Her car is red.,[],77,25,Yes,,3,2,$0.50,Male,English,,,Firefox,Windows,864,1536,1.3397666666666668,
938,cond95,and sugar for breakfast.,and sugar for breakfast.,practice_1,1,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],95,28,Yes,,1,1,.5,Male,english,,,Chrome,Windows,864,1536,0.86475,
938,cond95,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,0,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],95,28,Yes,,1,1,.5,Male,english,,,Chrome,Windows,864,1536,0.86475,
938,cond95,His bed is made out of solid wood.,His bed is made out of solid wood.,13_bed_doubt_know_ref,0,I know that Luke bought a table but I doubt that he bought a bed.,exp,doubt_know,His table is made out of solid wood.,[],95,28,Yes,,1,1,.5,Male,english,,,Chrome,Windows,864,1536,0.86475,
